timestamp,log_level,service,aws_service,instance_id,message,incident_type,severity,recommended_action,source_ip,region,environment,correlation_id,metadata
2025-12-29T15:01:14.642654,DEBUG,database,ecs,i-abc123def456,SSL certificate renewed for api.example.com,normal,info,none,10.0.34.174,us-east-1,staging,c990b9ca-80c3-43cf-9e3d-102e160efe79,"{""cpu_usage"": 38.17014056595869, ""memory_usage"": 35.70324221439511, ""disk_usage"": 67.14636194236235, ""response_time"": 278.89315820133254}"
2025-12-21T23:21:26.423131,FATAL,python-worker,rds,i-mno345pqr678,OutOfMemoryError in application order-service,memory_leak,high,restart_service,10.0.172.81,eu-west-1,staging,8ab484b4-00bf-4c74-8b8f-56c1da3e04a2,"{""cpu_usage"": null, ""memory_usage"": 90.99553946945586, ""disk_usage"": null, ""response_time"": null}"
2025-12-30T16:24:14.617208,DEBUG,cache,ec2,i-abc123def456,SSL certificate renewed for api.example.com,normal,info,none,10.0.163.201,us-east-1,production,1571ef7a-ab0b-4dc8-8d4b-604f5570341f,"{""cpu_usage"": 56.74944091499017, ""memory_usage"": 34.05512038406155, ""disk_usage"": 50.44031480188952, ""response_time"": 152.51107608815983}"
2025-12-21T15:55:42.533563,WARN,web-server,rds,i-789ghi012jkl,Socket bind failed: address already in use,port_in_use,medium,kill_conflicting_process,10.0.250.39,us-east-1,staging,6e44c799-7273-4185-aaf8-e617024a015c,"{""cpu_usage"": null, ""memory_usage"": null, ""disk_usage"": null, ""response_time"": null}"
2026-01-10T19:42:14.634542,DEBUG,database,lambda,i-abc123def456,Cache hit for key cache_290,normal,info,none,10.0.39.6,us-west-2,production,9df3ce32-6a87-4bdb-bf0f-9152729ff108,"{""cpu_usage"": 54.326318790118094, ""memory_usage"": 43.42480276097683, ""disk_usage"": 59.24461019091231, ""response_time"": 264.3723904112444}"
2026-01-09T02:13:35.377202,FATAL,web-server,cloudwatch,i-abc123def456,CPU usage exceeded 90% for 5 minutes,high_cpu,critical,scale_horizontally,10.0.227.191,eu-west-1,development,00585a01-264e-46cd-aa6f-3bb13940b1c0,"{""cpu_usage"": 6.873549741079765, ""memory_usage"": null, ""disk_usage"": null, ""response_time"": null}"
2026-01-02T06:31:00.380353,FATAL,web-server,ecs,i-abc123def456,High CPU utilization detected on instance i-abc123def,high_cpu,high,optimize_code,10.0.140.111,us-west-2,staging,1429781f-202c-45ae-8812-8d5feadc9d22,"{""cpu_usage"": 33.19359992396962, ""memory_usage"": null, ""disk_usage"": null, ""response_time"": null}"
2026-01-05T00:16:54.522618,WARN,monitoring,lambda,i-abc123def456,Failed to bind to address 10.0.32.128:6379,port_in_use,high,change_port,10.0.216.21,us-east-1,development,f7efb189-8a4a-4ac6-aceb-8f736c72e984,"{""cpu_usage"": null, ""memory_usage"": null, ""disk_usage"": null, ""response_time"": null}"
2025-12-18T09:03:16.419840,WARN,cache-service,ec2,i-mno345pqr678,Memory allocation failed for process 5082,memory_leak,high,increase_memory_limit,10.0.41.238,eu-west-1,production,162bf9bf-2fb2-41ef-ab39-b278ea049932,"{""cpu_usage"": null, ""memory_usage"": 89.0036210590532, ""disk_usage"": null, ""response_time"": null}"
2025-12-26T08:25:44.409847,ERROR,cache-service,ec2,i-789ghi012jkl,Memory allocation failed for process 7666,memory_leak,critical,increase_memory_limit,10.0.54.210,us-east-1,staging,3bbaf583-1a81-488d-b222-a7ceb820f070,"{""cpu_usage"": null, ""memory_usage"": 84.14420910205627, ""disk_usage"": null, ""response_time"": null}"
2025-12-20T01:09:14.642906,INFO,api-service,lambda,i-789ghi012jkl,Request processed successfully in 424ms,normal,info,none,10.0.199.29,us-east-1,production,ab70139d-a17e-47a9-b412-9e7a823fe421,"{""cpu_usage"": 54.932082860261055, ""memory_usage"": 46.18007714934119, ""disk_usage"": 48.180432860876444, ""response_time"": 313.17607886064303}"
2026-01-10T00:44:04.490976,FATAL,file-service,ecs,i-abc123def456,Permission denied accessing /var/log/app.log,permission_denied,medium,fix_permissions,10.0.160.18,us-west-2,staging,b400b1e9-a700-43cb-a7e4-8dc7488c9cec,"{""cpu_usage"": null, ""memory_usage"": null, ""disk_usage"": null, ""response_time"": null}"
2026-01-06T16:06:14.633100,DEBUG,web-server,alb,i-789ghi012jkl,Configuration reloaded successfully,normal,info,none,10.0.56.39,us-west-2,staging,c465cd8e-2b66-4c0a-b73d-2d8372d73cd2,"{""cpu_usage"": 28.643138954219523, ""memory_usage"": 21.14863104780448, ""disk_usage"": 37.312941453553904, ""response_time"": 212.4642008741462}"
2026-01-10T06:49:40.402425,WARN,java-app,lambda,i-abc123def456,Container 029d4106f30e killed due to OOM,memory_leak,high,restart_service,10.0.68.109,us-west-2,staging,c572e215-1a6e-464e-be18-4467623b0f3d,"{""cpu_usage"": null, ""memory_usage"": 23.89609505720265, ""disk_usage"": null, ""response_time"": null}"
2025-12-30T14:19:55.443189,FATAL,file-storage,rds,i-mno345pqr678,Disk full warning: 68MB remaining,disk_full,medium,expand_volume,10.0.144.158,us-east-1,production,867fbbde-b407-447f-8b3a-f0ddd4edd785,"{""cpu_usage"": null, ""memory_usage"": null, ""disk_usage"": 3.3021786489494387, ""response_time"": null}"
2026-01-03T15:52:47.546675,ERROR,monitoring,rds,i-mno345pqr678,Failed to bind to address 10.0.95.123:6379,port_in_use,high,restart_service,10.0.244.208,eu-west-1,staging,0799b1ed-484b-4850-9f8b-f6207c0ff063,"{""cpu_usage"": null, ""memory_usage"": null, ""disk_usage"": null, ""response_time"": null}"
2025-12-29T20:57:14.618597,INFO,database,ec2,i-789ghi012jkl,Scheduled job report completed successfully,normal,info,none,10.0.188.236,us-west-2,staging,377d49be-320b-4b98-8643-97d5557db5f2,"{""cpu_usage"": 15.915117872624325, ""memory_usage"": 21.056978687999365, ""disk_usage"": 68.36977498244994, ""response_time"": 477.89625831961644}"
2026-01-06T11:18:41.542993,ERROR,database,ecs,i-abc123def456,Socket bind failed: address already in use,port_in_use,high,change_port,10.0.241.128,us-west-2,staging,b2ddbc62-3d6d-4aa4-8d57-b434f721de94,"{""cpu_usage"": null, ""memory_usage"": null, ""disk_usage"": null, ""response_time"": null}"
2026-01-08T00:32:14.631271,DEBUG,api-service,alb,i-789ghi012jkl,Scheduled job backup completed successfully,normal,info,none,10.0.158.140,us-west-2,production,77e609d9-c3a4-4427-bed3-cbfd073abc29,"{""cpu_usage"": 38.50847274453035, ""memory_usage"": 38.637263903688776, ""disk_usage"": 73.3177468800611, ""response_time"": 130.44631855549866}"
2026-01-05T19:44:36.592182,FATAL,worker-pod,alb,i-789ghi012jkl,Container 4fbc254c8c0e killed by OOM killer,container_oom,high,restart_container,10.0.41.215,us-west-2,staging,c0962e5e-f3e7-4078-b47f-02c4b5809263,"{""cpu_usage"": null, ""memory_usage"": null, ""disk_usage"": null, ""response_time"": null}"
2026-01-10T07:10:07.382506,WARN,database,ecs,i-mno345pqr678,High CPU utilization detected on instance i-456ghi789,high_cpu,critical,restart_service,10.0.46.83,us-east-1,staging,25ed5e54-9db7-4e7b-8081-9d3a27087ba8,"{""cpu_usage"": 23.561333378318892, ""memory_usage"": null, ""disk_usage"": null, ""response_time"": null}"
2026-01-12T00:56:14.658859,DEBUG,web-server,lambda,i-789ghi012jkl,User user_3786 authenticated successfully,normal,info,none,10.0.36.189,us-east-1,production,dc6f0781-e8a7-417c-8f0a-3d05a1672205,"{""cpu_usage"": 30.47975980812567, ""memory_usage"": 33.01602208397758, ""disk_usage"": 46.70958412616236, ""response_time"": 138.22774433576387}"
2025-12-27T17:03:31.399581,ERROR,web-server,rds,i-mno345pqr678,High CPU utilization detected on instance i-456ghi789,high_cpu,medium,optimize_code,10.0.156.234,us-west-2,development,a3f77c5d-bfbd-404b-b26d-80e1dccc7e26,"{""cpu_usage"": 89.00661664824045, ""memory_usage"": null, ""disk_usage"": null, ""response_time"": null}"
2025-12-25T13:29:14.641209,DEBUG,cache,cloudwatch,i-abc123def456,Database query executed in 117ms,normal,info,none,10.0.105.135,us-west-2,staging,6c9177fd-2918-4426-a8db-325daedef9a5,"{""cpu_usage"": 43.08219854434585, ""memory_usage"": 69.50958664357651, ""disk_usage"": 36.23984924337857, ""response_time"": 384.43554826669845}"
2026-01-10T03:23:40.599845,FATAL,worker-pod,lambda,i-mno345pqr678,Kubernetes pod restart due to memory limit,container_oom,critical,optimize_memory_usage,10.0.77.79,us-west-2,staging,46bb85be-4f84-4e0f-a9cd-a4c0150a7cd2,"{""cpu_usage"": null, ""memory_usage"": null, ""disk_usage"": null, ""response_time"": null}"
2026-01-03T21:57:14.635047,DEBUG,database,lambda,i-789ghi012jkl,Database query executed in 183ms,normal,info,none,10.0.130.219,us-west-2,production,52061176-4f6d-468b-a461-8cc433682e93,"{""cpu_usage"": 19.87993810284271, ""memory_usage"": 30.62957663205929, ""disk_usage"": 58.50635688942464, ""response_time"": 363.3679160770491}"
2025-12-20T09:25:03.550725,WARN,api-service,ec2,i-abc123def456,Connection pool exhausted for database orders,db_connection_failure,critical,increase_connection_pool,10.0.12.236,us-west-2,development,81d9db29-c3d3-45a8-ba33-6fbfa3d6b834,"{""cpu_usage"": null, ""memory_usage"": null, ""disk_usage"": null, ""response_time"": null}"
2025-12-17T20:10:35.392564,WARN,web-server,lambda,i-mno345pqr678,Process consuming excessive CPU: postgres,high_cpu,critical,restart_service,10.0.51.29,us-west-2,production,702f6569-5e0f-4e87-83fa-2c3374d68cc8,"{""cpu_usage"": 69.25137375050583, ""memory_usage"": null, ""disk_usage"": null, ""response_time"": null}"
2025-12-14T01:00:14.563576,FATAL,worker,ecs,i-mno345pqr678,MySQL connection refused on db-prod.us-east-1.rds.amazonaws.com,db_connection_failure,high,increase_connection_pool,10.0.171.172,us-west-2,development,6f583a2e-6407-4379-8a5e-fb180b995ba5,"{""cpu_usage"": null, ""memory_usage"": null, ""disk_usage"": null, ""response_time"": null}"
2025-12-19T21:24:49.427235,FATAL,nodejs-service,ecs,i-mno345pqr678,Memory allocation failed for process 8638,memory_leak,high,restart_service,10.0.43.121,us-east-1,staging,b0766192-ae8d-495d-8156-c2da407a59ac,"{""cpu_usage"": null, ""memory_usage"": 42.24822251978284, ""disk_usage"": null, ""response_time"": null}"
2026-01-10T03:59:14.633321,DEBUG,web-server,cloudwatch,i-abc123def456,User user_8514 authenticated successfully,normal,info,none,10.0.54.166,us-west-2,production,a190ed06-8d01-4111-9ada-c398afffaf79,"{""cpu_usage"": 12.159379734624212, ""memory_usage"": 67.49737548999232, ""disk_usage"": 77.69017007716224, ""response_time"": 282.4030604853743}"
2025-12-13T21:18:14.641581,INFO,web-server,alb,i-789ghi012jkl,Scheduled job cleanup completed successfully,normal,info,none,10.0.175.196,us-west-2,staging,6dd1bc3e-14a1-4b66-b814-dc2958308c73,"{""cpu_usage"": 39.02270581030043, ""memory_usage"": 50.28222724593179, ""disk_usage"": 76.83875595710322, ""response_time"": 453.63017148804187}"
2025-12-16T23:15:18.511795,FATAL,web-server,cloudwatch,i-mno345pqr678,Unexpected termination of process 7698,service_crash,high,check_dependencies,10.0.24.226,us-west-2,staging,a7e72f33-9380-41c2-8fe0-84f48999ff2f,"{""cpu_usage"": null, ""memory_usage"": null, ""disk_usage"": null, ""response_time"": 4909.227739143167}"
2026-01-08T17:09:14.635611,INFO,cache,ecs,i-789ghi012jkl,Cache hit for key cache_368,normal,info,none,10.0.202.156,us-west-2,staging,60c18da1-58ea-4826-a09b-e08b09d57f3d,"{""cpu_usage"": 33.05243867600878, ""memory_usage"": 54.07018878843345, ""disk_usage"": 77.2581949737754, ""response_time"": 330.90213360619873}"
2026-01-08T11:05:56.392384,WARN,worker-service,lambda,i-abc123def456,CPU throttling detected on container 2c36e0dd0143,high_cpu,critical,restart_service,10.0.72.228,us-east-1,staging,2608ff45-a219-490d-a97e-b724af6d298c,"{""cpu_usage"": 73.02339267311963, ""memory_usage"": null, ""disk_usage"": null, ""response_time"": null}"
2026-01-07T07:15:14.651837,INFO,cache,alb,i-789ghi012jkl,Backup completed for database products,normal,info,none,10.0.204.9,us-east-1,staging,8ad98984-4a25-4f17-9ce8-6a91c98951b2,"{""cpu_usage"": 53.42650835781839, ""memory_usage"": 50.641302496344615, ""disk_usage"": 46.590821650940114, ""response_time"": 357.1696257359443}"
2025-12-18T03:15:36.507961,FATAL,web-server,lambda,i-abc123def456,Unexpected termination of process 2743,service_crash,critical,rollback_deployment,10.0.8.23,us-west-2,development,c9a07ab7-ce68-4130-8a1b-af504bc9f9b0,"{""cpu_usage"": null, ""memory_usage"": null, ""disk_usage"": null, ""response_time"": 472.34583264821856}"
2025-12-15T20:46:59.417335,WARN,nodejs-service,cloudwatch,i-789ghi012jkl,OutOfMemoryError in application user-service,memory_leak,high,increase_memory_limit,10.0.127.74,eu-west-1,development,6cf52b98-2c10-4083-8047-ed3ef14fd10d,"{""cpu_usage"": null, ""memory_usage"": 8.185305254584907, ""disk_usage"": null, ""response_time"": null}"
2025-12-25T18:38:19.465323,ERROR,file-service,ec2,i-789ghi012jkl,Permission denied accessing /var/log/app.log,permission_denied,medium,fix_permissions,10.0.196.99,us-west-2,staging,058e4338-1cbc-4d81-a1f9-4d22d318522c,"{""cpu_usage"": null, ""memory_usage"": null, ""disk_usage"": null, ""response_time"": null}"
2026-01-05T18:29:08.380090,ERROR,database,lambda,i-mno345pqr678,Process consuming excessive CPU: redis,high_cpu,medium,restart_service,10.0.19.176,eu-west-1,staging,6aa3b3e7-4110-4841-acc6-8aa9bfd9fc80,"{""cpu_usage"": 8.302282383832715, ""memory_usage"": null, ""disk_usage"": null, ""response_time"": null}"
2026-01-02T08:14:51.539932,WARN,monitoring,rds,i-789ghi012jkl,Cannot start service on port 80: port occupied,port_in_use,medium,change_port,10.0.54.210,us-east-1,development,57ed9027-e331-45b3-88cf-4c42dcd4edae,"{""cpu_usage"": null, ""memory_usage"": null, ""disk_usage"": null, ""response_time"": null}"
2026-01-04T11:16:14.657484,INFO,web-server,ecs,i-789ghi012jkl,User user_9008 authenticated successfully,normal,info,none,10.0.227.129,us-east-1,staging,31a77369-b36b-4643-9ec6-d71359b2d352,"{""cpu_usage"": 23.70787642404705, ""memory_usage"": 38.35320149986936, ""disk_usage"": 67.26604791346824, ""response_time"": 400.7180161653373}"
2025-12-19T02:00:14.666468,DEBUG,web-server,alb,i-abc123def456,Health check passed for service web,normal,info,none,10.0.47.40,us-west-2,production,e6f7c1c8-7d3e-4814-a2de-79422a3b6570,"{""cpu_usage"": 31.03280214740509, ""memory_usage"": 66.33142764127322, ""disk_usage"": 52.854276727105926, ""response_time"": 53.220723261558554}"
2025-12-30T09:02:47.502580,ERROR,worker,rds,i-789ghi012jkl,Fatal error in scheduler: null pointer exception,service_crash,high,check_dependencies,10.0.50.99,eu-west-1,staging,cff1ba77-d874-4ff0-b9eb-339b605030c5,"{""cpu_usage"": null, ""memory_usage"": null, ""disk_usage"": null, ""response_time"": 3861.871416061802}"
2025-12-29T05:20:39.403605,FATAL,python-worker,ecs,i-789ghi012jkl,Container 61e21081846d killed due to OOM,memory_leak,critical,increase_memory_limit,10.0.169.112,us-east-1,development,81796ee2-6e60-4dd9-bff7-05b14f0f904d,"{""cpu_usage"": null, ""memory_usage"": 15.736363639777384, ""disk_usage"": null, ""response_time"": null}"
2026-01-08T11:40:04.441268,ERROR,log-service,rds,i-mno345pqr678,No space left on device /dev/sda1,disk_full,high,expand_volume,10.0.141.193,us-west-2,production,e8f968e4-3830-4552-8f39-3933f3cb5edc,"{""cpu_usage"": null, ""memory_usage"": null, ""disk_usage"": 31.988952522692482, ""response_time"": null}"
2026-01-05T08:52:20.518075,FATAL,worker,cloudwatch,i-abc123def456,Container fcd0c143ec35 exited unexpectedly,service_crash,high,rollback_deployment,10.0.135.140,eu-west-1,production,fb09e164-7026-423a-b97a-baa3a2291feb,"{""cpu_usage"": null, ""memory_usage"": null, ""disk_usage"": null, ""response_time"": 607.8607099543101}"
2026-01-12T05:05:17.411570,ERROR,cache-service,ecs,i-789ghi012jkl,Java heap space exceeded on java-app,memory_leak,high,increase_memory_limit,10.0.58.250,eu-west-1,production,2a9099b4-38c6-47fe-8202-d3fa31f04b84,"{""cpu_usage"": null, ""memory_usage"": 46.82130454655737, ""disk_usage"": null, ""response_time"": null}"
2025-12-29T09:55:14.613558,INFO,api-service,ec2,i-789ghi012jkl,Backup completed for database users,normal,info,none,10.0.230.18,us-west-2,staging,87cf149e-b94b-4315-bc07-4e0ac65ce23a,"{""cpu_usage"": 21.186195520787468, ""memory_usage"": 35.58081352410846, ""disk_usage"": 35.07431061417388, ""response_time"": 496.4167165406707}"
2026-01-02T13:03:14.655458,DEBUG,api-service,alb,i-789ghi012jkl,Scheduled job report completed successfully,normal,info,none,10.0.171.9,us-east-1,production,8fa1ab64-9516-4b22-9994-634e8bfbb883,"{""cpu_usage"": 14.064182018448687, ""memory_usage"": 25.917536962103185, ""disk_usage"": 48.01284567472112, ""response_time"": 168.39046455598634}"
2025-12-19T18:01:16.533980,ERROR,monitoring,cloudwatch,i-789ghi012jkl,Failed to bind to address 10.0.207.200:80,port_in_use,high,kill_conflicting_process,10.0.152.95,eu-west-1,production,7c1052a4-e3e0-4019-a5c6-a6b2ff7e4904,"{""cpu_usage"": null, ""memory_usage"": null, ""disk_usage"": null, ""response_time"": null}"
2025-12-22T16:52:14.627600,INFO,api-service,ecs,i-abc123def456,Database query executed in 85ms,normal,info,none,10.0.183.12,us-east-1,staging,754e2395-e7ae-4c74-b0d2-00b0e947c92b,"{""cpu_usage"": 21.640208382578543, ""memory_usage"": 61.733611992079574, ""disk_usage"": 34.887564970903554, ""response_time"": 114.00785305839258}"
2026-01-04T04:50:14.641317,DEBUG,web-server,ecs,i-abc123def456,SSL certificate renewed for web.example.com,normal,info,none,10.0.100.22,us-west-2,staging,20c47e0d-687e-4caf-a3d1-6a1af5e4230b,"{""cpu_usage"": 39.79625352459914, ""memory_usage"": 40.64875784674978, ""disk_usage"": 32.37447980368673, ""response_time"": 75.14603897648891}"
2025-12-30T20:55:11.441111,FATAL,log-service,rds,i-mno345pqr678,Disk usage at 96% on volume vol-ghi789,disk_full,critical,expand_volume,10.0.204.188,us-west-2,production,aaab8ed4-ab7c-4d60-9277-6ce89a86fd2a,"{""cpu_usage"": null, ""memory_usage"": null, ""disk_usage"": 0.35200561030320765, ""response_time"": null}"
2025-12-22T03:41:47.584468,FATAL,worker-pod,cloudwatch,i-789ghi012jkl,Memory limit exceeded for container api-service,container_oom,critical,increase_memory_limit,10.0.36.26,us-east-1,staging,769498ce-073c-46a9-9a0f-c2184550c19c,"{""cpu_usage"": null, ""memory_usage"": null, ""disk_usage"": null, ""response_time"": null}"
2025-12-24T01:12:14.662466,INFO,cache,ecs,i-abc123def456,Database query executed in 30ms,normal,info,none,10.0.15.234,us-east-1,production,37dc8c3a-8f7f-4034-a7e6-8020e5674591,"{""cpu_usage"": 14.923230540364182, ""memory_usage"": 31.65608058855161, ""disk_usage"": 69.16732745519352, ""response_time"": 185.39986936048254}"
2025-12-21T00:20:48.396604,WARN,api-gateway,alb,i-mno345pqr678,Process consuming excessive CPU: python,high_cpu,medium,restart_service,10.0.223.102,us-west-2,production,b0a7a4ef-c615-4939-8091-2be89f2300a0,"{""cpu_usage"": 15.049521132790977, ""memory_usage"": null, ""disk_usage"": null, ""response_time"": null}"
2026-01-09T19:09:51.392721,ERROR,api-gateway,ec2,i-abc123def456,Process consuming excessive CPU: nginx,high_cpu,high,restart_service,10.0.150.201,us-west-2,staging,02394aed-38f3-41f0-bd75-9fc079a3c10d,"{""cpu_usage"": 9.082639148790928, ""memory_usage"": null, ""disk_usage"": null, ""response_time"": null}"
2026-01-06T17:52:33.392829,WARN,web-server,rds,i-abc123def456,Process consuming excessive CPU: redis,high_cpu,critical,restart_service,10.0.84.207,us-west-2,production,669388c1-d76a-4cac-a687-e575de6be21d,"{""cpu_usage"": 19.71175101887995, ""memory_usage"": null, ""disk_usage"": null, ""response_time"": null}"
2025-12-26T23:14:14.612268,INFO,web-server,ecs,i-abc123def456,SSL certificate renewed for api.example.com,normal,info,none,10.0.57.163,us-east-1,production,f05e999d-6755-4d5b-b47b-8645d156eb8d,"{""cpu_usage"": 31.94334477809518, ""memory_usage"": 54.68171207638154, ""disk_usage"": 59.01807597805811, ""response_time"": 184.18021592021177}"
2026-01-11T23:03:05.443026,ERROR,database,rds,i-789ghi012jkl,Disk usage at 91% on volume vol-ghi789,disk_full,medium,archive_old_data,10.0.142.244,eu-west-1,production,0f71a66b-1afc-4a7a-8aea-5ab362b29396,"{""cpu_usage"": null, ""memory_usage"": null, ""disk_usage"": 46.545137875433895, ""response_time"": null}"
2026-01-02T22:49:18.592908,FATAL,worker-pod,alb,i-mno345pqr678,Docker container d3ad3be6379f OOMKilled,container_oom,high,optimize_memory_usage,10.0.93.165,us-east-1,development,c6165e24-43ef-4e5e-9446-b9b5771ed492,"{""cpu_usage"": null, ""memory_usage"": null, ""disk_usage"": null, ""response_time"": null}"
2025-12-13T15:03:14.635684,INFO,web-server,alb,i-abc123def456,Request processed successfully in 287ms,normal,info,none,10.0.147.198,us-west-2,production,e941902e-6537-4b2c-ba34-3c0bd8947531,"{""cpu_usage"": 48.03118071640273, ""memory_usage"": 25.52857370997009, ""disk_usage"": 77.83083043773141, ""response_time"": 103.05648802993517}"
2026-01-07T05:12:12.412803,FATAL,python-worker,ec2,i-789ghi012jkl,Java heap space exceeded on cache-service,memory_leak,critical,increase_memory_limit,10.0.90.253,eu-west-1,development,630082ea-25ff-45a8-bd24-be784d3bdb18,"{""cpu_usage"": null, ""memory_usage"": 42.13796660299845, ""disk_usage"": null, ""response_time"": null}"
2026-01-06T18:30:14.658597,DEBUG,cache,ecs,i-abc123def456,SSL certificate renewed for web.example.com,normal,info,none,10.0.250.122,us-west-2,production,46b02cac-1bf8-459d-ac31-696e6407028d,"{""cpu_usage"": 52.05648241171456, ""memory_usage"": 31.902516556942278, ""disk_usage"": 40.55349346486268, ""response_time"": 276.4303867673368}"
2025-12-14T11:31:33.521789,ERROR,cache-service,ec2,i-789ghi012jkl,Socket bind failed: address already in use,port_in_use,high,change_port,10.0.80.118,us-west-2,development,0f1d3626-9626-4e4d-a30b-b910536cdce3,"{""cpu_usage"": null, ""memory_usage"": null, ""disk_usage"": null, ""response_time"": null}"
